customer_id,first_name,last_name,email,city,zip_code,signup_date,signup_source,has_used_free_trial
C0318,Andrew,Miller,customer318@example.com,Coppell,75019,2025-10-20,Instagram,1
C0319,Olivia,Kim,customer319@example.com,Arlington,76012,2026-01-27,Friend Referral,1
C0320,Chris,Khan,customer320@example.com,Dallas,75201,2026-04-26,Instagram,1
C0321,Jessica,Park,customer321@example.com,Plano,75093,2026-04-19,Google Search,1
C0322,Andrew,Shah,customer322@example.com,Richardson,75082,2026-02-05,Instagram,1
C0323,Andrew,Kumar,customer323@example.com,Dallas,75214,2025-09-18,Instagram,1
C0324,Wei,Williams,customer324@example.com,Irving,75063,2026-01-08,Google Search,0
C0325,Jessica,Taylor,customer325@example.com,Carrollton,75007,2025-09-09,Instagram,1
C0326,Rachel,Garcia,customer326@example.com,Irving,75038,2026-03-11,Google Search,1
C0327,Olivia,Miller,customer327@example.com,Fort Worth,76109,2026-01-01,Google Search,1
C0328,Megan,Lee,customer328@example.com,Arlington,76012,2025-08-12,Instagram,1
C0329,Emma,Perez,customer329@example.com,Dallas,75201,2025-09-12,Friend Referral,1
C0330,Stephanie,White,customer330@example.com,Dallas,75205,2026-01-22,Instagram,1
C0331,Carlos,Martinez,customer331@example.com,Addison,75001,2025-07-19,Google Search,1
C0332,Connor,Khan,customer332@example.com,Richardson,75080,2025-11-25,Friend Referral,1
C0333,Ryan,Hernandez,customer333@example.com,Coppell,75019,2025-02-10,Instagram,0
C0334,James,Kumar,customer334@example.com,Frisco,75033,2026-01-18,Instagram,1
C0335,Tyler,Chen,customer335@example.com,Carrollton,75007,2025-04-28,Vet Referral,1
C0336,Chris,Thomas,customer336@example.com,Coppell,75019,2025-10-23,Google Search,1
C0337,Amanda,Kim,customer337@example.com,Arlington,76012,2026-03-14,Friend Referral,1
C0338,Sarah,Kim,customer338@example.com,Richardson,75082,2024-11-10,TikTok,1
C0339,Madison,Hernandez,customer339@example.com,Irving,75038,2025-09-26,TikTok,1
C0340,Maria,White,customer340@example.com,Dallas,75214,2025-12-04,Pop-up Event,1
C0341,Justin,Nguyen,customer341@example.com,Coppell,75019,2025-10-01,Instagram,0
C0342,Diego,Lee,customer342@example.com,Richardson,75082,2024-11-10,TikTok,1
C0343,Priya,Park,customer343@example.com,Frisco,75034,2025-05-13,Pop-up Event,1
C0344,Tyler,Kumar,customer344@example.com,Plano,75024,2025-06-21,Instagram,1
C0345,Brittany,Martin,customer345@example.com,Coppell,75019,2026-03-18,Instagram,1
C0346,Michael,Shah,customer346@example.com,Irving,75038,2025-10-02,Friend Referral,1
C0347,Sarah,Brown,customer347@example.com,Richardson,75082,2026-04-22,Friend Referral,1
C0348,Wei,Martin,customer348@example.com,Carrollton,75007,2025-07-27,Friend Referral,1
C0349,Ava,White,customer349@example.com,Richardson,75080,2025-04-09,Google Search,1
C0350,Lauren,Moore,customer350@example.com,Richardson,75080,2026-04-30,Pop-up Event,1
C0351,Olivia,Williams,customer351@example.com,Plano,75093,2025-04-26,Friend Referral,0
C0352,Maria,Williams,customer352@example.com,Irving,75038,2025-07-20,TikTok,1
C0353,Eric,Rodriguez,customer353@example.com,Coppell,75019,2025-08-15,Friend Referral,1
C0354,Stephanie,Perez,customer354@example.com,Dallas,75214,2025-11-08,Pop-up Event,0
C0355,Ryan,Wilson,customer355@example.com,Fort Worth,76109,2025-08-14,Friend Referral,1
C0356,Madison,Patel,customer356@example.com,Plano,75093,2025-09-06,Instagram,1
C0357,Hannah,Jackson,customer357@example.com,McKinney,75070,2026-02-15,Instagram,1
C0358,Amanda,Park,customer358@example.com,Frisco,75033,2026-03-18,Instagram,1
C0359,Andrew,Davis,customer359@example.com,Irving,75038,2024-11-10,Friend Referral,1
C0360,Jessica,Martinez,customer360@example.com,Arlington,76012,2025-10-12,Instagram,0
C0361,Rohit,Patel,customer361@example.com,Richardson,75080,2025-07-31,Instagram,1
C0362,Rohit,Smith,customer362@example.com,Dallas,75214,2025-04-19,TikTok,1
C0363,Madison,Davis,customer363@example.com,Richardson,75082,2025-11-14,Instagram,0
C0364,Eric,Moore,customer364@example.com,Arlington,76012,2026-03-18,TikTok,1
C0365,Priya,Patel,customer365@example.com,Coppell,75019,2025-11-17,Friend Referral,1
C0366,Rachel,Park,customer366@example.com,Plano,75024,2026-03-31,Instagram,1
C0367,Noah,Perez,customer367@example.com,Dallas,75201,2025-08-05,Friend Referral,1
C0368,Rachel,Jones,customer368@example.com,Carrollton,75007,2024-11-10,Pop-up Event,0
C0369,Justin,Khan,customer369@example.com,Arlington,76012,2024-11-10,Instagram,1
C0370,Ashley,Williams,customer370@example.com,Plano,75024,2025-08-22,Google Search,1
C0371,Justin,Chen,customer371@example.com,Dallas,75205,2025-07-04,Instagram,1
C0372,Olivia,Taylor,customer372@example.com,Plano,75024,2025-12-17,Google Search,1
C0373,Ashley,Kumar,customer373@example.com,Allen,75013,2026-04-17,Pop-up Event,1
C0374,Eric,Khan,customer374@example.com,Arlington,76012,2026-04-10,Pop-up Event,0
C0375,Chris,Khan,customer375@example.com,Coppell,75019,2025-05-13,Vet Referral,1
C0376,Wei,Khan,customer376@example.com,Plano,75024,2025-12-11,Instagram,1
C0377,Emma,Patel,customer377@example.com,Richardson,75082,2026-02-10,Instagram,1
C0378,Maria,Tran,customer378@example.com,Frisco,75034,2026-01-01,Instagram,1
C0379,Eric,Miller,customer379@example.com,Richardson,75080,2025-10-10,Instagram,1
C0380,Madison,White,customer380@example.com,Addison,75001,2026-01-01,Friend Referral,1
C0381,Rohit,Jackson,customer381@example.com,Dallas,75205,2025-06-25,Friend Referral,1
C0382,Daniel,Kim,customer382@example.com,Frisco,75034,2025-12-05,Instagram,1
C0383,Brandon,Johnson,customer383@example.com,Dallas,75214,2025-07-21,Google Search,1
C0384,Andrew,Taylor,customer384@example.com,Dallas,75205,2025-05-06,Vet Referral,1
C0385,Sophia,Anderson,customer385@example.com,Plano,75093,2025-10-01,Google Search,1
C0386,Ethan,Anderson,customer386@example.com,Dallas,75214,2025-08-26,Instagram,1
C0387,Brandon,Thomas,customer387@example.com,Coppell,75019,2025-04-30,Instagram,1
C0388,Chris,Smith,customer388@example.com,Irving,75063,2026-04-10,Friend Referral,1
C0389,Chris,Rodriguez,customer389@example.com,Richardson,75082,2026-04-03,Vet Referral,1
C0390,Amanda,Lopez,customer390@example.com,Allen,75013,2025-12-28,Instagram,1
C0391,Michael,Rodriguez,customer391@example.com,Plano,75024,2025-11-13,TikTok,1
C0392,Brittany,Taylor,customer392@example.com,Dallas,75201,2026-03-11,Google Search,1
C0393,Nicole,Johnson,customer393@example.com,Coppell,75019,2025-08-05,Instagram,1
C0394,Amanda,Brown,customer394@example.com,Frisco,75033,2025-12-15,TikTok,1
C0395,Aisha,Davis,customer395@example.com,Plano,75093,2025-11-05,TikTok,1
C0396,Yuki,Tran,customer396@example.com,Dallas,75214,2024-12-22,Google Search,1
C0397,Hannah,Miller,customer397@example.com,Addison,75001,2026-03-01,Vet Referral,1
C0398,Hannah,Thomas,customer398@example.com,Arlington,76012,2025-11-28,Friend Referral,1
C0399,Emma,Lee,customer399@example.com,Carrollton,75007,2026-04-26,Pop-up Event,0
C0400,Michael,Brown,customer400@example.com,Arlington,76012,2024-11-10,Vet Referral,1
C0401,Rohit,Nguyen,customer401@example.com,Arlington,76016,2025-08-22,Instagram,1
C0402,Wei,Tran,customer402@example.com,Plano,75024,2026-02-23,Friend Referral,1
C0403,James,Perez,customer403@example.com,Dallas,75214,2025-10-10,Friend Referral,1
C0404,Chris,Jones,customer404@example.com,Carrollton,75007,2024-11-10,Friend Referral,1
C0405,Jason,Perez,customer405@example.com,Plano,75093,2026-04-02,Vet Referral,1
C0406,Ava,Martin,customer406@example.com,Fort Worth,76102,2026-03-21,Instagram,1
C0407,Hannah,Nguyen,customer407@example.com,Arlington,76012,2025-10-25,Instagram,0
C0408,Daniel,Anderson,customer408@example.com,Plano,75024,2026-04-05,Friend Referral,0
C0409,Maria,Thomas,customer409@example.com,Fort Worth,76109,2026-01-27,Google Search,1
C0410,Andrew,Kim,customer410@example.com,Fort Worth,76109,2026-03-08,TikTok,1
C0411,Aisha,Miller,customer411@example.com,Fort Worth,76102,2025-03-26,Instagram,1
C0412,Carlos,Perez,customer412@example.com,Irving,75063,2026-04-29,Google Search,1
C0413,Eric,Martinez,customer413@example.com,Richardson,75082,2025-05-10,Friend Referral,0
C0414,Jessica,Garcia,customer414@example.com,Arlington,76016,2026-03-29,Pop-up Event,1
C0415,James,Nguyen,customer415@example.com,Dallas,75214,2025-08-12,Pop-up Event,1
C0416,Eric,Rodriguez,customer416@example.com,Plano,75024,2025-11-08,Instagram,1
C0417,David,Thompson,customer417@example.com,Allen,75013,2025-02-02,Google Search,1
C0418,Aisha,White,customer418@example.com,Plano,75024,2026-01-06,Instagram,1
C0419,David,Martin,customer419@example.com,Fort Worth,76109,2025-10-08,Friend Referral,1
C0420,Justin,White,customer420@example.com,Carrollton,75007,2026-01-03,Instagram,1
C0421,Sophia,Wang,customer421@example.com,Plano,75024,2026-03-09,Vet Referral,1
C0422,Chris,Park,customer422@example.com,Frisco,75034,2026-01-15,Instagram,1
C0423,Olivia,White,customer423@example.com,Richardson,75080,2026-02-04,Friend Referral,1
C0424,Eric,Davis,customer424@example.com,Allen,75013,2026-03-03,Google Search,1
C0425,Sophia,Thomas,customer425@example.com,Richardson,75082,2025-08-05,Instagram,1
C0426,Ethan,Johnson,customer426@example.com,Fort Worth,76109,2026-04-15,Instagram,0
C0427,Jason,Johnson,customer427@example.com,Carrollton,75007,2026-04-07,Friend Referral,1
C0428,Jason,Lee,customer428@example.com,Frisco,75033,2025-09-28,Google Search,1
C0429,Brittany,Smith,customer429@example.com,Irving,75063,2026-02-22,Friend Referral,1
C0430,Chris,Shah,customer430@example.com,Frisco,75033,2026-02-16,Instagram,1
C0431,Chris,Johnson,customer431@example.com,Dallas,75214,2026-02-02,Instagram,1
C0432,Connor,Anderson,customer432@example.com,Dallas,75214,2025-10-06,Vet Referral,1
C0433,Aisha,Kim,customer433@example.com,Fort Worth,76102,2026-04-02,Instagram,1
C0434,Megan,Patel,customer434@example.com,Irving,75063,2025-09-26,Instagram,0
C0435,Nicole,Garcia,customer435@example.com,Irving,75038,2026-04-25,Friend Referral,1
C0436,Chris,Hernandez,customer436@example.com,Dallas,75205,2025-05-01,Vet Referral,1
C0437,David,Garcia,customer437@example.com,Carrollton,75007,2026-02-19,Vet Referral,1
C0438,Maria,Nguyen,customer438@example.com,Richardson,75082,2025-03-25,Friend Referral,1
C0439,Ava,Tran,customer439@example.com,Arlington,76016,2026-01-16,Google Search,1
C0440,Jason,Anderson,customer440@example.com,Fort Worth,76109,2025-09-10,Instagram,1
C0441,Daniel,White,customer441@example.com,McKinney,75070,2026-03-14,Instagram,1
C0442,Daniel,Martin,customer442@example.com,Fort Worth,76109,2026-03-21,TikTok,1
C0443,Wei,Lee,customer443@example.com,Coppell,75019,2026-03-29,Vet Referral,1
C0444,Rachel,Shah,customer444@example.com,Dallas,75205,2025-12-31,Google Search,1
C0445,David,Smith,customer445@example.com,Carrollton,75007,2026-03-19,TikTok,0
C0446,Justin,Anderson,customer446@example.com,Frisco,75034,2025-10-27,Instagram,1
C0447,Amanda,Martin,customer447@example.com,Plano,75093,2026-04-21,Instagram,1
C0448,Daniel,Smith,customer448@example.com,Irving,75063,2026-01-13,Pop-up Event,1
C0449,Carlos,Lopez,customer449@example.com,Arlington,76016,2025-09-02,Friend Referral,1
C0450,Priya,Thomas,customer450@example.com,Plano,75093,2026-02-10,TikTok,1
C0451,Ethan,White,customer451@example.com,McKinney,75070,2025-05-06,Google Search,1
C0452,Rohit,Williams,customer452@example.com,Dallas,75214,2025-09-14,Friend Referral,1
C0453,Michael,Kim,customer453@example.com,Fort Worth,76109,2025-03-15,Friend Referral,1
C0454,Nicole,Nguyen,customer454@example.com,Dallas,75214,2025-11-24,Pop-up Event,1
C0455,Rohit,Khan,customer455@example.com,Coppell,75019,2025-11-10,Google Search,1
C0456,Daniel,Shah,customer456@example.com,Irving,75038,2026-04-09,Vet Referral,1
C0457,Nicole,Hernandez,customer457@example.com,Dallas,75201,2026-03-30,Instagram,0
C0458,Diego,Patel,customer458@example.com,Carrollton,75007,2026-03-30,Pop-up Event,1
C0459,Carlos,Miller,customer459@example.com,Dallas,75214,2026-03-14,Pop-up Event,1
C0460,Carlos,Shah,customer460@example.com,Richardson,75080,2025-12-25,Friend Referral,1
C0461,James,Shah,customer461@example.com,McKinney,75070,2026-04-02,Friend Referral,0
C0462,Andrew,Thomas,customer462@example.com,Irving,75038,2026-03-12,Google Search,1
C0463,Megan,Jones,customer463@example.com,Irving,75063,2025-08-10,Instagram,0
C0464,Daniel,Wang,customer464@example.com,McKinney,75070,2026-01-16,Instagram,1
C0465,Brittany,White,customer465@example.com,Frisco,75034,2026-04-01,Friend Referral,1
C0466,Tyler,Miller,customer466@example.com,Plano,75093,2025-06-21,Friend Referral,1
C0467,Amanda,Wilson,customer467@example.com,Plano,75093,2025-11-13,Vet Referral,1
C0468,Ava,Martinez,customer468@example.com,Frisco,75033,2026-04-01,Instagram,1
C0469,Ryan,Chen,customer469@example.com,Dallas,75214,2025-10-20,Friend Referral,1
C0470,Sophia,Tran,customer470@example.com,Arlington,76012,2025-07-14,Google Search,1
C0471,Noah,Perez,customer471@example.com,Coppell,75019,2026-03-24,Instagram,1
C0472,Chris,Tran,customer472@example.com,Irving,75063,2026-04-24,Friend Referral,0
C0473,Yuki,Tran,customer473@example.com,Dallas,75214,2026-04-27,Instagram,1
C0474,Jason,Brown,customer474@example.com,Irving,75038,2025-01-01,Friend Referral,1
C0475,Hannah,Jones,customer475@example.com,Addison,75001,2026-04-27,Instagram,0
C0476,Diego,Tran,customer476@example.com,Irving,75038,2024-11-10,Instagram,0
C0477,David,Patel,customer477@example.com,Dallas,75205,2025-11-02,Pop-up Event,1
C0478,Jessica,Garcia,customer478@example.com,Irving,75038,2025-12-25,Friend Referral,1
C0479,Ava,Wang,customer479@example.com,Carrollton,75007,2026-04-07,Instagram,1
C0480,Diego,Williams,customer480@example.com,Fort Worth,76102,2025-09-27,Instagram,1
C0481,Sophia,Wilson,customer481@example.com,Arlington,76012,2024-11-10,Instagram,1
C0482,Ava,Park,customer482@example.com,Irving,75063,2026-01-19,Pop-up Event,1
C0483,Chris,Brown,customer483@example.com,McKinney,75070,2025-10-04,Pop-up Event,0
C0484,Olivia,Thompson,customer484@example.com,Arlington,76012,2025-10-10,Friend Referral,1
C0485,Hannah,Lopez,customer485@example.com,Dallas,75214,2025-05-04,Google Search,1
C0486,Tyler,Tran,customer486@example.com,Dallas,75205,2025-01-08,Google Search,1
C0487,Connor,Hernandez,customer487@example.com,Arlington,76012,2026-03-22,Google Search,1
C0488,Eric,Martin,customer488@example.com,Addison,75001,2025-10-27,Instagram,1
C0489,Aisha,Thompson,customer489@example.com,Fort Worth,76102,2024-11-10,Instagram,0
C0490,David,Thompson,customer490@example.com,Carrollton,75007,2026-01-30,Pop-up Event,1
C0491,Andrew,Miller,customer491@example.com,Dallas,75214,2025-12-05,Vet Referral,1
C0492,Priya,Martin,customer492@example.com,Allen,75013,2026-01-31,Friend Referral,1
C0493,Ava,Martinez,customer493@example.com,Richardson,75082,2025-07-12,Vet Referral,1
C0494,James,Martinez,customer494@example.com,Irving,75063,2026-01-22,Vet Referral,1
C0495,Justin,Shah,customer495@example.com,Addison,75001,2025-12-14,Instagram,1
C0496,Ava,Garcia,customer496@example.com,Plano,75093,2026-02-11,Friend Referral,1
C0497,Ethan,Kumar,customer497@example.com,Irving,75038,2026-02-05,Friend Referral,1
C0498,Ashley,Garcia,customer498@example.com,Irving,75063,2026-02-09,Instagram,1
C0499,Hannah,Patel,customer499@example.com,Fort Worth,76109,2025-11-19,Google Search,1
C0500,Eric,Lee,customer500@example.com,Dallas,75201,2026-01-12,Friend Referral,1
C0501,Brandon,Thompson,customer501@example.com,Frisco,75033,2025-12-24,Friend Referral,1
C0502,Lauren,Thomas,customer502@example.com,Arlington,76016,2026-02-18,Friend Referral,1
C0503,Chris,Jones,customer503@example.com,Plano,75093,2025-11-29,Friend Referral,1
C0504,Olivia,Wang,customer504@example.com,Irving,75038,2025-08-17,Vet Referral,1
C0505,Connor,Williams,customer505@example.com,Allen,75013,2024-11-10,Instagram,1
C0506,Noah,Rodriguez,customer506@example.com,Irving,75063,2026-05-03,Google Search,1
C0507,Priya,Martinez,customer507@example.com,Carrollton,75007,2026-03-15,TikTok,1
C0508,Ryan,Hernandez,customer508@example.com,Frisco,75033,2024-12-30,Friend Referral,1
C0509,Emma,Khan,customer509@example.com,Arlington,76012,2026-01-05,Instagram,1
C0510,Tyler,Tran,customer510@example.com,Addison,75001,2026-02-27,Vet Referral,1
C0511,Stephanie,Tran,customer511@example.com,Carrollton,75007,2026-02-26,Google Search,1
C0512,Madison,Taylor,customer512@example.com,Richardson,75080,2026-03-08,Friend Referral,1
C0513,Yuki,Wilson,customer513@example.com,Irving,75038,2026-03-30,Google Search,1
C0514,Sophia,Tran,customer514@example.com,Addison,75001,2025-12-21,Vet Referral,1
C0515,Stephanie,Kumar,customer515@example.com,Arlington,76012,2025-12-05,Instagram,0
C0516,Connor,Khan,customer516@example.com,McKinney,75070,2026-01-06,Vet Referral,1
C0517,Lauren,Rodriguez,customer517@example.com,Frisco,75033,2026-04-27,Google Search,0
C0518,David,Park,customer518@example.com,Richardson,75082,2025-11-20,Vet Referral,1
C0519,Ethan,Miller,customer519@example.com,Addison,75001,2026-03-19,Instagram,1
C0520,Daniel,Martin,customer520@example.com,McKinney,75070,2026-01-29,Pop-up Event,1
C0521,Megan,Jackson,customer521@example.com,Dallas,75214,2026-02-15,Instagram,1
C0522,Hannah,Martinez,customer522@example.com,Arlington,76012,2026-03-08,Pop-up Event,1
C0523,James,Thomas,customer523@example.com,Fort Worth,76109,2025-10-18,Instagram,1
C0524,Brittany,Johnson,customer524@example.com,Arlington,76012,2026-01-16,Google Search,1
C0525,David,Shah,customer525@example.com,Fort Worth,76109,2025-09-06,Pop-up Event,1
C0526,Eric,Taylor,customer526@example.com,McKinney,75070,2026-04-16,Instagram,1
C0527,James,Patel,customer527@example.com,Fort Worth,76102,2025-11-17,Friend Referral,1
C0528,Michael,Perez,customer528@example.com,Richardson,75080,2026-02-04,Google Search,1
C0529,Andrew,Martinez,customer529@example.com,Plano,75024,2024-11-10,Instagram,1
C0530,Emma,Martin,customer530@example.com,Plano,75093,2026-01-31,Friend Referral,1
C0531,Ashley,Park,customer531@example.com,Arlington,76016,2025-10-04,TikTok,1
C0532,Noah,Smith,customer532@example.com,Arlington,76012,2026-04-15,Vet Referral,1
C0533,Michael,Moore,customer533@example.com,Dallas,75214,2026-03-08,Instagram,1
C0534,Chris,Nguyen,customer534@example.com,Frisco,75034,2025-03-26,Instagram,1
C0535,Stephanie,Taylor,customer535@example.com,Plano,75024,2026-03-19,Friend Referral,1
C0536,Daniel,Brown,customer536@example.com,Irving,75038,2025-12-24,Instagram,1
C0537,Aisha,Kim,customer537@example.com,Richardson,75080,2026-03-18,Friend Referral,1
C0538,Daniel,Chen,customer538@example.com,Dallas,75214,2025-10-27,Friend Referral,1
C0539,Madison,Johnson,customer539@example.com,Carrollton,75007,2026-02-21,Google Search,0
C0540,Sophia,Taylor,customer540@example.com,McKinney,75070,2025-10-21,Google Search,1
C0541,Stephanie,Nguyen,customer541@example.com,Plano,75093,2026-01-12,Instagram,1
C0542,Noah,White,customer542@example.com,Dallas,75201,2024-11-10,Instagram,1
C0543,Sophia,Khan,customer543@example.com,Richardson,75080,2026-03-25,Friend Referral,1
C0544,James,Patel,customer544@example.com,Frisco,75033,2026-01-17,Vet Referral,1
C0545,Connor,Wang,customer545@example.com,Dallas,75214,2025-10-20,Vet Referral,0
C0546,Ethan,Johnson,customer546@example.com,McKinney,75070,2026-03-17,Friend Referral,1
C0547,Yuki,Williams,customer547@example.com,Fort Worth,76102,2024-11-10,TikTok,1
C0548,Eric,Moore,customer548@example.com,Fort Worth,76102,2025-06-06,Friend Referral,1
C0549,Brittany,Jones,customer549@example.com,Dallas,75201,2026-04-18,Vet Referral,1
C0550,Tyler,Miller,customer550@example.com,Addison,75001,2025-06-24,Vet Referral,1
C0551,Andrew,Rodriguez,customer551@example.com,Coppell,75019,2026-04-28,Friend Referral,1
C0552,Brittany,Thompson,customer552@example.com,Dallas,75205,2026-02-13,Instagram,0
C0553,Diego,Park,customer553@example.com,Frisco,75033,2025-12-10,Friend Referral,1
C0554,Ashley,Jones,customer554@example.com,Frisco,75033,2026-01-18,Google Search,1
C0555,Emma,Martin,customer555@example.com,Arlington,76012,2025-02-05,Friend Referral,0
C0556,Emma,Wilson,customer556@example.com,Frisco,75034,2025-05-26,Instagram,0
C0557,Nicole,Lee,customer557@example.com,Dallas,75205,2026-04-12,Vet Referral,1
C0558,Rohit,Park,customer558@example.com,McKinney,75070,2025-04-21,Pop-up Event,1
C0559,Emma,Wilson,customer559@example.com,Richardson,75082,2025-07-28,Friend Referral,1
C0560,Brittany,Brown,customer560@example.com,Irving,75038,2026-02-01,Instagram,1
C0561,Jason,Davis,customer561@example.com,Irving,75063,2026-02-17,TikTok,1
C0562,Carlos,Shah,customer562@example.com,Addison,75001,2025-06-27,Instagram,1
C0563,Priya,Thompson,customer563@example.com,Arlington,76012,2025-01-29,Friend Referral,1
C0564,Wei,Chen,customer564@example.com,Frisco,75033,2025-08-17,Instagram,1
C0565,Connor,Jackson,customer565@example.com,Addison,75001,2026-02-02,Instagram,1
C0566,Carlos,Garcia,customer566@example.com,Dallas,75214,2026-04-22,Instagram,1
C0567,Ava,Lopez,customer567@example.com,Fort Worth,76109,2024-11-10,Friend Referral,0
C0568,Stephanie,Perez,customer568@example.com,Allen,75013,2026-01-23,Friend Referral,1
C0569,James,Perez,customer569@example.com,Plano,75024,2026-01-20,Instagram,1
C0570,Justin,Tran,customer570@example.com,Irving,75038,2026-03-22,Google Search,1
C0571,Carlos,Hernandez,customer571@example.com,Carrollton,75007,2026-04-05,Instagram,1
C0572,Brittany,Tran,customer572@example.com,Arlington,76012,2026-01-14,Instagram,0
C0573,Brittany,Nguyen,customer573@example.com,Dallas,75205,2026-04-24,Google Search,0
C0574,David,Jones,customer574@example.com,Richardson,75082,2026-03-16,Instagram,1
C0575,Eric,Wang,customer575@example.com,Fort Worth,76102,2026-02-28,Instagram,1
C0576,Michael,Martinez,customer576@example.com,Frisco,75033,2026-04-23,Friend Referral,0
C0577,Maria,Williams,customer577@example.com,Carrollton,75007,2025-07-06,Google Search,1
C0578,Jessica,Taylor,customer578@example.com,Plano,75093,2025-11-09,Friend Referral,1
C0579,Eric,Kumar,customer579@example.com,Addison,75001,2026-04-09,Pop-up Event,1
C0580,Emma,Martinez,customer580@example.com,Coppell,75019,2026-03-27,Friend Referral,1
C0581,Eric,Patel,customer581@example.com,Arlington,76012,2025-06-22,Vet Referral,1
C0582,Jessica,Rodriguez,customer582@example.com,Arlington,76012,2026-05-03,Friend Referral,1
C0583,Eric,Shah,customer583@example.com,McKinney,75070,2026-05-01,Instagram,1
C0584,Jason,Taylor,customer584@example.com,Irving,75063,2026-04-08,Friend Referral,1
C0585,Michael,Lopez,customer585@example.com,Plano,75024,2026-05-02,Instagram,0
C0586,Connor,Kumar,customer586@example.com,Arlington,76016,2025-07-17,TikTok,1
C0587,Daniel,Moore,customer587@example.com,Allen,75013,2026-04-14,Friend Referral,1
C0588,Maria,Anderson,customer588@example.com,Richardson,75082,2025-06-04,Instagram,1
C0589,Stephanie,Chen,customer589@example.com,Carrollton,75007,2026-04-05,Friend Referral,1
C0590,Daniel,Rodriguez,customer590@example.com,Frisco,75034,2026-01-08,Friend Referral,1
C0591,Maria,Lopez,customer591@example.com,Dallas,75214,2026-01-14,Vet Referral,1
C0592,James,Perez,customer592@example.com,Arlington,76012,2024-11-10,Vet Referral,1
C0593,Jessica,Martin,customer593@example.com,Addison,75001,2025-10-07,Friend Referral,1
C0594,Megan,Lopez,customer594@example.com,Irving,75038,2025-06-08,Instagram,1
C0595,Hannah,Thomas,customer595@example.com,Addison,75001,2026-01-13,Google Search,1
C0596,Lauren,Rodriguez,customer596@example.com,Plano,75024,2025-03-25,Google Search,1
C0597,Wei,Johnson,customer597@example.com,Richardson,75080,2026-04-22,Friend Referral,1
C0598,Ethan,Patel,customer598@example.com,Addison,75001,2025-09-06,Friend Referral,1
C0599,Ethan,Rodriguez,customer599@example.com,Arlington,76012,2026-04-27,Instagram,1
C0600,James,Jones,customer600@example.com,Carrollton,75007,2026-04-21,Instagram,1
C0601,Rohit,Park,customer601@example.com,Irving,75038,2024-11-10,Vet Referral,1
C0602,Aisha,Khan,customer602@example.com,McKinney,75070,2026-03-02,Friend Referral,1
C0603,Jessica,Rodriguez,customer603@example.com,Coppell,75019,2025-10-22,Instagram,1
C0604,Jessica,Tran,customer604@example.com,Irving,75063,2026-04-16,Google Search,1
C0605,Connor,White,customer605@example.com,Arlington,76012,2026-03-10,Instagram,1
C0606,Ethan,Lopez,customer606@example.com,Plano,75093,2024-11-10,Instagram,1
C0607,Carlos,Wang,customer607@example.com,Plano,75093,2025-11-09,Friend Referral,1
C0608,Daniel,Martinez,customer608@example.com,Dallas,75205,2026-04-11,Google Search,1
C0609,Megan,Hernandez,customer609@example.com,Irving,75038,2025-10-31,Friend Referral,1
C0610,Rachel,White,customer610@example.com,Irving,75063,2024-11-10,Vet Referral,1
C0611,Stephanie,Garcia,customer611@example.com,McKinney,75070,2024-11-10,Google Search,1
C0612,Lauren,Jackson,customer612@example.com,Richardson,75082,2025-08-29,Vet Referral,1
C0613,Justin,Garcia,customer613@example.com,Plano,75093,2026-04-10,Friend Referral,0
C0614,Megan,Martinez,customer614@example.com,McKinney,75070,2026-03-20,Friend Referral,1
C0615,Noah,Thompson,customer615@example.com,Frisco,75033,2026-01-20,Google Search,0
C0616,Emma,Johnson,customer616@example.com,Coppell,75019,2026-03-16,Instagram,1
C0617,Emma,Moore,customer617@example.com,Dallas,75214,2025-04-07,Google Search,1
C0618,Sophia,Khan,customer618@example.com,Frisco,75034,2025-07-04,Pop-up Event,1
C0619,Michael,Chen,customer619@example.com,Carrollton,75007,2025-02-06,Instagram,1
C0620,Stephanie,Lee,customer620@example.com,Allen,75013,2026-01-13,Pop-up Event,1
C0621,Tyler,Shah,customer621@example.com,Arlington,76016,2025-08-08,Google Search,1
C0622,Diego,Jones,customer622@example.com,Irving,75038,2025-12-14,TikTok,0
C0623,Megan,Tran,customer623@example.com,Dallas,75205,2026-04-27,Instagram,1
C0624,Yuki,Kim,customer624@example.com,Fort Worth,76109,2025-09-13,Vet Referral,1
C0625,Andrew,Martinez,customer625@example.com,Frisco,75034,2025-12-29,Pop-up Event,1
C0626,Nicole,White,customer626@example.com,Irving,75063,2025-12-15,Google Search,1
C0627,Ashley,Patel,customer627@example.com,Fort Worth,76102,2026-03-02,Google Search,1
C0628,Ethan,Miller,customer628@example.com,McKinney,75070,2025-04-28,Google Search,1
C0629,Tyler,Kim,customer629@example.com,Irving,75063,2026-04-03,Friend Referral,1
C0630,Jason,Tran,customer630@example.com,Plano,75024,2026-03-15,Vet Referral,0
C0631,Chris,Miller,customer631@example.com,Richardson,75080,2026-04-16,Friend Referral,1
C0632,Stephanie,Kumar,customer632@example.com,Dallas,75205,2026-03-24,Google Search,1
C0633,Aisha,Taylor,customer633@example.com,Carrollton,75007,2025-11-13,Instagram,1
C0634,Nicole,Perez,customer634@example.com,Frisco,75033,2025-08-02,Google Search,1
C0635,Megan,Chen,customer635@example.com,Frisco,75034,2025-08-20,Instagram,1
C0636,Diego,Chen,customer636@example.com,McKinney,75070,2026-03-25,TikTok,1
